pmid	date	journal	country	label	mesh
P15534127	2004	Archives of ophthalmology	United States	X	Activities of Daily Living|Attitude to Health|Child|Cryotherapy|Female|Follow-Up Studies|Gestational Age|Health Status|Health Status Indicators|Humans|Infant, Newborn|Infant, Very Low Birth Weight|Male|Multicenter Studies as Topic|Parents|Quality of Life|Randomized Controlled Trials as Topic|Retinopathy of Prematurity|Vision Disorders
P15548814	2004	The British journal of ophthalmology	United States	X	Administration, Oral|Age Factors|Aged|Aged, 80 and over|Blood Flow Velocity|Blood Volume|Choroid|Cross-Over Studies|Dose-Response Relationship, Drug|Double-Blind Method|Female|Humans|Hypolipidemic Agents|Macular Degeneration|Male|Middle Aged|Niacin|Vasodilator Agents
P15569141	2004	Diabetic medicine : a journal of the British Diabetic Association	England	X	Aged|Asia, Southeastern|Blood Pressure|Community Health Nursing|Delivery of Health Care|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Family Practice|Female|Great Britain|Hemoglobin A, Glycosylated|Humans|Male|Middle Aged
P15573840	2004	Clinical rehabilitation	England	X	Aged|Eyeglasses|Humans|Macular Degeneration|Middle Aged|Visual Acuity
P15579984	2004	Retina (Philadelphia, Pa.)	United States	X	Cryosurgery|Female|Humans|Laser Therapy|Male|Middle Aged|Postoperative Complications|Prospective Studies|Retinal Detachment|Scleral Buckling|Treatment Outcome|Visual Acuity
P15582080	2004	Ophthalmology	United States	X	Aged|Antimetabolites|Double-Blind Method|Drug Therapy, Combination|Female|Fibrinolytic Agents|Fluorouracil|Heparin, Low-Molecular-Weight|Humans|Male|Prospective Studies|Retinal Detachment|Silicone Oils|Treatment Outcome|Vitrectomy|Vitreoretinopathy, Proliferative
P15590583	2004	Ophthalmic epidemiology	Netherlands	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Double-Blind Method|Female|Humans|Longitudinal Studies|Macular Degeneration|Male|Middle Aged|Organic Chemicals|Placebo Effect|Treatment Outcome|Visual Acuity
P15616486	2004	Pain management nursing : official journal of the American Society of Pain Management Nurses	United States	X	Analgesia|Dietary Sucrose|Double-Blind Method|Female|Humans|Infant, Newborn|Infant, Premature|Male|Neonatal Nursing|Pacifiers|Pain|Physical Examination|Retinopathy of Prematurity
P15625332	2004	The New England journal of medicine	United States	X	Aged|Aged, 80 and over|Aptamers, Nucleotide|Choroidal Neovascularization|Double-Blind Method|Female|Humans|Injections|Macular Degeneration|Male|Middle Aged|Oligonucleotides|Photochemotherapy|Prospective Studies|Vascular Endothelial Growth Factor A|Visual Acuity|Vitreous Body
P15629023	2004	Bosnian journal of basic medical sciences / Udru?enje basi?nih mediciniskih znanosti = Association of Basic Medical Sciences	Bosnia and Hercegovina	X	Adult|Aged|Argon|Diabetic Retinopathy|Female|Humans|Laser Coagulation|Male|Middle Aged|Prospective Studies
P15871360	2004	Journal of the Indian Medical Association	India	X	Aneurysm|Antihypertensive Agents|Blood Glucose|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Humans|Ischemia|Middle Aged|Prospective Studies|Quinoxalines|Time Factors|Treatment Outcome|Vision, Ocular
P15272291	2005	Eye (London, England)	England	X	Adult|Aged|Aged, 80 and over|Blood Pressure|Blood Pressure Determination|Blood Pressure Monitoring, Ambulatory|Diabetes Mellitus, Type 2|Diabetic Angiopathies|Diabetic Retinopathy|Female|Humans|Hypertension|Male|Middle Aged|Outpatient Clinics, Hospital|Prospective Studies|Risk Factors|Self Care
P15290154	2005	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	Germany	X	Angiogenesis Inhibitors|Choroidal Neovascularization|Delayed-Action Preparations|Drug Delivery Systems|Fluorescein Angiography|Fovea Centralis|Humans|Intraocular Pressure|Macular Degeneration|Pregnadienediols|Safety|Sclera|Visual Acuity
P15343351	2005	Journal of perinatology : official journal of the California Perinatal Association	United States	X	Administration, Oral|Blood Pressure|Crying|Diagnostic Techniques, Ophthalmological|Double-Blind Method|Female|Heart Rate|Humans|Infant, Newborn|Infant, Premature|Male|Neonatal Screening|Pain|Pain Measurement|Prospective Studies|Respiratory Function Tests|Retinopathy of Prematurity|Stress, Psychological|Sucrose|Sweetening Agents
P15516262	2005	BMC ophthalmology	England	X	Adult|Blood|Contrast Sensitivity|Exudates and Transudates|Female|Fluorescein Angiography|Humans|Laser Coagulation|Male|Ophthalmoscopy|Pilot Projects|Retinal Diseases|Scotoma|Treatment Outcome|Vision Disorders|Visual Acuity
P15615752	2005	The British journal of ophthalmology	England	X	Aged|Feasibility Studies|Female|Humans|Laser Therapy|Macula Lutea|Macular Edema|Male|Middle Aged|Treatment Outcome|Visual Acuity|Vitrectomy
P15629834	2005	Ophthalmology	United States	X	Aged|Cataract|Double-Blind Method|Female|Follow-Up Studies|Glucocorticoids|Humans|Injections|Intraocular Pressure|Lens, Crystalline|Macular Degeneration|Male|Tonometry, Ocular|Triamcinolone Acetonide|Vitreous Body
P15636216	2005	Klinika oczna	Poland	X	Administration, Topical|Adrenergic beta-Antagonists|Aged|Aged, 80 and over|Betaxolol|Cholesterol|Follow-Up Studies|Humans|Lipids|Macular Degeneration|Middle Aged
P15642811	2005	Archives of ophthalmology	United States	X	Affect|Aged|Aged, 80 and over|Depressive Disorder|Female|Follow-Up Studies|Health Education|Humans|Macular Degeneration|Male|Middle Aged|Problem Solving|Psychological Tests|Quality of Life|Questionnaires|Self Care|Sickness Impact Profile|Stress, Psychological|Waiting Lists
P15655442	2005	Retina (Philadelphia, Pa.)	United States	X	Crying|Diagnostic Techniques, Ophthalmological|Gestational Age|Humans|Infant Care|Infant, Newborn|Infant, Premature|Neonatal Screening|Oxygen|Pain|Patient Care|Prospective Studies|Retinopathy of Prematurity|Sleep|Stress, Psychological
P15662502	2005	Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft	Germany	X	Aged|Aged, 80 and over|Eyeglasses|Female|Filtration|Humans|Macular Degeneration|Male|Middle Aged|Reading|Treatment Outcome|Vision Disorders|Vision Tests|Visual Acuity
P15689804	2005	Retina (Philadelphia, Pa.)	United States	X	Administration, Oral|Choroid Diseases|Combined Modality Therapy|Drainage|Female|Fluorocarbons|Glucocorticoids|Humans|Male|Middle Aged|Pilot Projects|Prednisolone|Prospective Studies|Retinal Detachment|Sulfur Hexafluoride|Treatment Outcome|Visual Acuity|Vitrectomy
P15710814	2005	Archives of ophthalmology	United States	X	Aged|Amides|Antihypertensive Agents|Aphakia, Postcataract|Blood-Aqueous Barrier|Cloprostenol|Dinoprost|Female|Fluorescein Angiography|Glaucoma, Open-Angle|Humans|Intraocular Pressure|Lipids|Macular Edema|Male|Middle Aged|Prospective Studies|Prostaglandins F, Synthetic|Pseudophakia|Safety
P15715573	2005	Acta ophthalmologica Scandinavica	Denmark	X	Analgesia|Anesthesia, Local|Anesthetics, Local|Bupivacaine|Connective Tissue|Double-Blind Method|Eye Diseases|Humans|Pain Measurement|Pain, Postoperative|Pilot Projects|Prospective Studies|Retinal Diseases|Vitreous Body
P15735198	2005	Diabetes care	United States	X	Adult|Age Factors|Continental Population Groups|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Neuropathies|Diabetic Retinopathy|Female|Humans|Male|Middle Aged|Probability|Sex Characteristics|Survival Analysis|United States|Visual Acuity
P15747762	2005	Transactions of the American Ophthalmological Society	United States	X	Cryosurgery|Female|Follow-Up Studies|Humans|Infant|Infant, Newborn|Laser Therapy|Male|Retina|Retinopathy of Prematurity|Risk Factors|Time Factors|Treatment Outcome|Visual Acuity
P15767472	2005	Archives of ophthalmology	United States	X	Adolescent|Cross-Sectional Studies|Cryosurgery|Follow-Up Studies|Gestational Age|Humans|Infant, Newborn|Infant, Very Low Birth Weight|Ophthalmoscopy|Postoperative Complications|Retinal Diseases|Retinopathy of Prematurity|Treatment Outcome|Vision Disorders|Visual Acuity
P15785924	2005	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	Germany	X	Administration, Topical|Adrenergic alpha-Agonists|Aged|Aged, 80 and over|Choroidal Neovascularization|Double-Blind Method|Female|Humans|Laser Coagulation|Male|Neuroprotective Agents|Ophthalmic Solutions|Pilot Projects|Prospective Studies|Quinoxalines|Retinal Diseases|Visual Acuity
P15787665	2005	Diabetic medicine : a journal of the British Diabetic Association	England	X	Adult|Aged|Diabetes Complications|Diabetes Mellitus, Type 2|Diabetic Angiopathies|Diabetic Nephropathies|Diabetic Retinopathy|Disease Progression|Epidemiologic Methods|Humans|Middle Aged|Motivation|Myocardial Infarction|Patient Education as Topic|Stroke
P15797982	2005	The Annals of pharmacotherapy	United States	X	Administration, Topical|Anesthetics, Local|Cross-Over Studies|Diagnostic Techniques, Ophthalmological|Double-Blind Method|Humans|Infant, Newborn|Infant, Premature|Intensive Care Units, Neonatal|Neonatal Screening|Pain|Pain Measurement|Propoxycaine|Retinopathy of Prematurity
P15799724	2005	Acta ophthalmologica Scandinavica	Denmark	X	Aged|Choroidal Neovascularization|Female|Fluorescein Angiography|Fovea Centralis|Humans|Hyperthermia, Induced|Indocyanine Green|Macular Degeneration|Male|Pilot Projects|Prospective Studies|Pupil|Reading|Treatment Outcome|Visual Acuity
P15799725	2005	Acta ophthalmologica Scandinavica	Denmark	X	Administration, Topical|Aged|Carbonic Anhydrase Inhibitors|Double-Blind Method|Female|Humans|Macular Degeneration|Male|Pilot Projects|Prospective Studies|Sulfonamides|Thiophenes|Visual Acuity|Visual Field Tests|Visual Fields
P15805900	2005	Retina (Philadelphia, Pa.)	United States	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Eye Infections, Fungal|Female|Fluorescein Angiography|Histoplasmosis|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Photography|Retina
P15808240	2005	Ophthalmology	United States	X	Aged|Aged, 80 and over|Antioxidants|Body Mass Index|Choroidal Neovascularization|Dietary Supplements|Disease Progression|Female|Follow-Up Studies|Humans|Incidence|Macular Degeneration|Male|Middle Aged|Prospective Studies|Risk Factors|Smoking|Visual Acuity|Zinc
P15808245	2005	Ophthalmology	United States	X	Aged|Brachytherapy|Choroidal Neovascularization|Contrast Sensitivity|Exudates and Transudates|Female|Fluorescein Angiography|Humans|Macular Degeneration|Male|Radiotherapy Dosage|Strontium Radioisotopes|Treatment Outcome|Visual Acuity
P15808246	2005	Ophthalmology	United States	X	Adult|Aged|Anesthesia, Local|Anesthetics, Local|Connective Tissue|Double-Blind Method|Eye Diseases|Female|Humans|Injections|Male|Middle Aged|Orbit|Pain Measurement|Prospective Studies|Retinal Diseases|Vitreous Body
P15814220	2005	Early human development	Ireland	X	Face|Female|Gestational Age|Humans|Infant Behavior|Infant, Newborn|Infant, Premature|Male|Pilot Projects|Prospective Studies|Retinopathy of Prematurity|Retinoscopy|Time Factors
P15821920	2005	Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft	Germany	X	Cornea|Corneal Injuries|Diabetic Retinopathy|Eye Injuries|Female|Humans|Hyaluronic Acid|Male|Middle Aged|Ophthalmic Solutions|Serum|Treatment Outcome|Vitrectomy
P15824216	2005	Archives of ophthalmology	United States	X	Aged|Choroidal Neovascularization|Double-Blind Method|Female|Fluorescein Angiography|Fovea Centralis|Humans|Macular Degeneration|Male|Photochemotherapy|Photosensitizing Agents|Porphyrins|Safety|Visual Acuity
P15825531	2005	Canadian journal of ophthalmology. Journal canadien d'ophtalmologie	Canada	X	Adult|Aged|Aged, 80 and over|Anti-Inflammatory Agents, Non-Steroidal|Cataract Extraction|Diabetic Retinopathy|Diclofenac|Drug Evaluation|Drug Stability|Drug Therapy, Combination|Epithelium, Corneal|Female|Humans|Male|Middle Aged|Mydriasis|Mydriatics|Ophthalmic Solutions|Phenylephrine|Preoperative Care|Pupil|Tropicamide
P15855243	2005	The Annals of pharmacotherapy	United States	X	Administration, Oral|Anesthetics, Local|Cross-Over Studies|Double-Blind Method|Drug Therapy, Combination|Gestational Age|Humans|Infant, Newborn|Infant, Premature|Ophthalmic Solutions|Pain|Pain Measurement|Propoxycaine|Retinopathy of Prematurity|Sucrose|Time Factors|Treatment Outcome|Vision Screening
P15860282	2005	American journal of ophthalmology	United States	X	Aged|Basement Membrane|Diabetic Retinopathy|Female|Humans|Laser Coagulation|Macular Edema|Male|Middle Aged|Prospective Studies|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Vitrectomy
P15885789	2005	Ophthalmology	United States	X	Combined Modality Therapy|Connective Tissue|Diabetic Retinopathy|Female|Glucocorticoids|Humans|Injections|Laser Coagulation|Macular Edema|Male|Middle Aged|Prospective Studies|Treatment Outcome|Triamcinolone Acetonide|Visual Acuity|Vitreous Body
P15889546	2005	IEEE transactions on medical imaging	United States	X	Algorithms|Artificial Intelligence|Colorimetry|Computer Graphics|Diabetic Retinopathy|Humans|Image Enhancement|Image Interpretation, Computer-Assisted|Numerical Analysis, Computer-Assisted|Ophthalmoscopy|Pattern Recognition, Automated|Photography|Reproducibility of Results|Sensitivity and Specificity|Signal Processing, Computer-Assisted
P15923527	2005	The British journal of ophthalmology	England	X	Aged|Anastomosis, Surgical|Choroid|Female|Humans|Male|Retinal Vein|Retinal Vein Occlusion|Treatment Outcome|Visual Acuity
P15930233	2005	Pediatrics	United States	X	Anemia|Apnea|Blood Donors|Brain Damage, Chronic|Bronchopulmonary Dysplasia|Cerebral Hemorrhage|Comorbidity|Ductus Arteriosus, Patent|Echoencephalography|Erythrocyte Transfusion|Hematocrit|Humans|Infant, Newborn|Infant, Premature|Infant, Premature, Diseases|Infant, Very Low Birth Weight|Length of Stay|Leukomalacia, Periventricular|Monitoring, Physiologic|Oxygen|Practice Guidelines as Topic|Retinopathy of Prematurity|Risk|Survival Analysis|Treatment Outcome
P15947501	2005	Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift f?r Augenheilkunde	Switzerland	X	Acetylcarnitine|Adult|Aged|Coenzymes|Double-Blind Method|Drug Therapy, Combination|Fatty Acids, Omega-3|Female|Fundus Oculi|Humans|Macular Degeneration|Male|Middle Aged|Patient Compliance|Treatment Outcome|Ubiquinone|Visual Acuity|Visual Field Tests
P15948779	2005	Acta ophthalmologica Scandinavica	Denmark	X	Adult|Aged|Female|Humans|Intraoperative Complications|Male|Middle Aged|Postoperative Complications|Prospective Studies|Pseudophakia|Refractive Errors|Retinal Detachment|Scleral Buckling|Treatment Outcome|Visual Acuity|Vitrectomy
P15953425	2005	American journal of ophthalmology	United States	X	Adult|Aged|Aged, 80 and over|Female|Glucocorticoids|Humans|Injections|Intraocular Pressure|Laser Coagulation|Macular Edema|Male|Middle Aged|Orbit|Retinal Vein Occlusion|Tomography, Optical Coherence|Triamcinolone Acetonide|Visual Acuity|Vitreous Body
P15961159	2005	Ophthalmology	United States	X	Aphakia, Postcataract|Female|Follow-Up Studies|Humans|Intraoperative Complications|Male|Middle Aged|Postoperative Complications|Prospective Studies|Pseudophakia|Retinal Detachment|Scleral Buckling|Treatment Outcome|Visual Acuity|Vitrectomy
P15965168	2005	The British journal of ophthalmology	England	X	Aged|Contrast Sensitivity|Diabetic Retinopathy|Female|Fluorescein Angiography|Fovea Centralis|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Pilot Projects|Prospective Studies|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Visual Fields
P15977870	2005	Journal of pediatric ophthalmology and strabismus	United States	X	Blood Pressure|Cross-Sectional Studies|Cyclopentolate|Double-Blind Method|Drug Therapy, Combination|Eye Color|Female|Gestational Age|Humans|Infant, Newborn|Infant, Premature|Iris|Male|Mydriatics|Ophthalmic Solutions|Phenylephrine|Pupil|Retinopathy of Prematurity|Tropicamide
P15981488	2005	Cesk? a slovensk? oftalmologie : casopis Cesk? oftalmologick? spolecnosti a Slovensk? oftalmologick? spolecnosti	Czech Republic	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Diagnostic Techniques, Ophthalmological|Female|Humans|Hyperthermia, Induced|Macula Lutea|Macular Degeneration|Male|Middle Aged|Visual Acuity
P15983221	2005	Diabetes	United States	X	Adult|Aged|Aged, 80 and over|Diabetic Retinopathy|Disease Progression|Enzyme Inhibitors|Female|Humans|Indoles|Male|Maleimides|Middle Aged|Patient Selection|Placebos|Protein Kinase C|Protein Kinase C beta|Treatment Outcome|Vision Disorders
P16001382	2005	European journal of ophthalmology	Italy	X	Angiogenesis Inhibitors|Choroidal Neovascularization|Double-Blind Method|Fovea Centralis|Humans|Macular Degeneration|Middle Aged|Pregnadienediols|Prospective Studies|Retreatment|Safety|Suspensions|Treatment Outcome|Visual Acuity
P16019075	2005	Ophthalmology	United States	X	Adult|Aged|Connective Tissue|Diabetic Retinopathy|Double-Blind Method|Female|Glucocorticoids|Humans|Injections|Intraocular Pressure|Macular Edema|Male|Middle Aged|Prospective Studies|Safety|Tomography, Optical Coherence|Triamcinolone Acetonide|Visual Acuity|Vitreous Body
