name	uid	treepos	children
Personal Space	D010550	F01.145.875.596	
Personality	D010551	F01.752	D001242|D009341|D007360|D001318|D008257|D002605|D003858|D003405|D010553|D004645|D000072639|D007206|D013694|D007857
Personality Assessment	D010552	F04.513	D011779
Personality Development	D010553	F01.752.747	D005120|D014434|D007060|D007062|D007063|D011606|D035863|D064415|D064414|D013475|D004532|D012649|D007207|D014473|D007439
Personality Disorders	D010554	F03.675	D003193|D010260|D012557|D001883|D000987|D012569|D006677|D003859|D010324
Personality Inventory	D010555	F04.711.647.513	D002416|D008950|D013732|D008347|D058010
Personality Tests	D010556	F04.711.647	D001538|D011386|D012659|D010555|D014936
Personnel Administration, Hospital	D010557	N02.278.216.500.968.565|N04.452.442.422.565|N04.452.677.440	
Personnel Loyalty	D010558	N04.452.677.460	
Personnel Management	D010559	N04.452.677	D032024|D012456|D013192|D008332|D013317|D017132|D003098|D007587|D007586|D004649|D004648|D010557|D010558|D004647|D010816|D016526|D017008|D020415|D004650|D010561|D010560|D010563
Personnel Selection	D010560	N04.452.677.500	
Personnel Staffing and Scheduling	D010561	N04.452.677.650	
Personnel Staffing and Scheduling Information Systems	D010562	L01.313.500.750.300.680.800|N04.452.515.800	
Personnel Turnover	D010563	N04.452.677.680	
Personnel, Hospital	D010564	M01.526.485.740|N02.360.740	D003798|D008505|D009741|D006740|D006758
Persuasive Communication	D010565	L01.143.762	
Virulence Factors, Bordetella	D010566	D23.946.123.946|D23.946.896.980	D037342|D037361
Pertussis Vaccine	D010567	D20.215.894.135.535	D022681|D015721
Peru	D010568	Z01.107.757.702	
Perylene	D010569	D02.455.426.559.847.149.700|D02.455.426.559.847.680.500|D04.615.149.700|D04.615.680.500	
Pessaries	D010570	E07.858.499	
Pest Control	D010571	N06.850.780.200.650	D010572|D013983|D012375|D007300|D058728
Pest Control, Biological	D010572	N06.850.780.200.650.650	
Pesticide Residues	D010573	D27.720.031.700.672|D27.888.723.697|N06.850.460.200.700	
Pesticide Synergists	D010574	D27.720.031.700.748|D27.888.723.748	
Pesticides	D010575	D27.720.031.700|D27.888.723	D012378|D006540|D007306|D007302|D005659|D010573|D008975|D056810|D002629|D010574
Pestivirus	D010576	B04.820.250.700	D001908|D006692|D018083
Petrolatum	D010577	D02.455.699	D008899
Petroleum	D010578	D20.345.630|N06.230.132.258.630	D007648|D005742|D005648
Petrous Bone	D010579	A02.835.232.781.885.681	
Peutz-Jeghers Syndrome	D010580	C04.700.705|C06.405.469.578.750|C16.320.700.705|C17.800.621.430.530.550.625	
Peyer's Patches	D010581	A10.549.600|A15.382.520.604.600	
Bacteriophage lambda	D010582	B04.123.150.800.230|B04.123.205.230|B04.280.090.800.230	
Bacteriophage mu	D010583	B04.123.150.500.260|B04.123.205.260|B04.280.090.500.260	
Bacteriophage phi X 174	D010584	B04.123.205.320|B04.123.470.500.320|B04.280.470.500.320	
Phagocyte Bactericidal Dysfunction	D010585	C15.378.553.774|C20.673.774	D002609|D006105|D007589
Phagocytes	D010586	A11.733|A15.382.680	D009000|D009504|D008264
Phagocytosis	D010587	G04.417.350|G09.188.665|G12.450.564.809|G12.688	D057899|D001343
Phagosomes	D010588	A11.284.430.214.190.875.190.700	D000071182
Phalloidine	D010590	D04.345.566.735|D12.644.456.735|D12.644.641.735|D23.946.587.755	
Phantom Limb	D010591	C10.597.606.762.700|C10.597.617.841.500|C23.550.767.700.500|C23.888.592.604.764.700|C23.888.592.612.832.500|F01.700.750.700	
Pharmaceutic Aids	D010592	D26.650|D27.720.744	D009823|D011310|D014677|D000277
Pharmaceutical Services	D010593	N02.421.668	D010607|D055656|D003157|D004346|D054539|D060946
Pharmacies	D010594	N02.278.678	
Pharmacists	D010595	M01.526.485.780|N02.360.780	
Pharmacy Technicians	D010596	M01.526.485.067.735|N02.360.067.730	
Pharmacogenetics	D010597	H01.158.273.343.750|H01.158.703.052|H02.628.479	
Pharmacognosy	D010598	H01.158.273.118.598|H01.158.703.060	D029001
Pharmacokinetics	D010599	G03.787|G07.690.725	D066238|D065546|D019540|D001711|D065787|D065667|D013810|D014018|D066232|D066234|D065669|D008657|D066239|D001682|D066237|D000042|D000067573
Pharmacology	D010600	H01.158.703|H02.628	D002626|D020834|D009480|D011600|D017891|D010597|D010601|D029001|D010598|D001702
Pharmacology, Clinical	D010601	H01.158.703.152|H02.628.512	
Pharmacopoeias as Topic	D010602	L01.178.682.192.836.749	D010603
Pharmacopoeias, Homeopathic	D010603	L01.178.682.192.836.749.599	
Pharmacy	D010604	H02.646	D000070838|D000070840
Pharmacy Administration	D010605	N04.452.706	D004363|D004335
Pharmacy and Therapeutics Committee	D010606	N04.452.758.788.682|N05.700.685.625	
Pharmacy Service, Hospital	D010607	N02.278.216.500.968.603|N02.421.668.556|N04.452.442.422.603	
Pharyngeal Diseases	D010608	C07.550|C09.775	D010612|D010610|D009302|D057831|D014681|D003680
Pharyngeal Muscles	D010609	A02.633.567.800|A04.623.617|A14.724.617	D049631|D055158
Pharyngeal Neoplasms	D010610	C04.588.443.665.710|C07.550.745|C09.647.710|C09.775.549	D009303|D007012|D009959
Pharyngectomy	D010611	E04.580.515	
Pharyngitis	D010612	C07.550.781|C08.730.561|C09.775.649	D014069|D017703|D009304
Pharyngostomy	D010613	E04.579.740|E04.580.540	
Pharynx	D010614	A03.556.750|A04.623|A14.724	D007013|D009960|D010609|D009305
Phenacetin	D010615	D02.065.199.092.700|D02.092.146.113.092.700	
Phenanthrenes	D010616	D02.455.426.559.847.723|D04.615.723	D034341|D045784|D009019|D002911
Phenanthridines	D010617	D03.633.300.633	D053119|D011419|D004996
Phenanthrolines	D010618	D03.633.300.669	
Phenazines	D010619	D03.633.300.704	D009499|D008773|D002991|D011710
Phenazocine	D010620	D03.132.577.249.106.715|D04.615.723.795.106.715	
Phenazopyridine	D010621	D03.383.725.050.610	
Phencyclidine	D010622	D03.383.621.699	
Phencyclidine Abuse	D010623	C25.775.700|F03.900.700	
Phenelzine	D010624	D02.442.700	
Phenylethanolamine N-Methyltransferase	D010625	D08.811.913.555.500.700	
Phenylethyl Alcohol	D010626	D02.033.375.650	
Phenethylamines	D010627	D02.092.471.683	D012312|D005277|D005275|D006594|D014700|D004280|D009756|D009655|D013468|D011299|D054199|D015078|D013976|D002078|D012642|D004118|D008635|D000069470|D007556|D000420|D010099|D000662|D008729|D003189|D020372|D004809
Phenetidine	D010628	D02.092.146.100.700|D02.355.417.650|D02.355.726.750|D02.455.426.559.389.657.654.750	
Phenformin	D010629	D02.078.370.141.700	
Phenindione	D010630	D02.455.426.559.847.486.487.750|D04.615.486.487.750	
Pheniramine	D010632	D03.383.725.620	D002744|D001977
Phenmetrazine	D010633	D03.383.533.640.650	
Phenobarbital	D010634	D03.383.742.698.253.650	D011324
Phenolphthaleins	D010635	D02.455.426.559.389.657.625	D020113|D013944|D013448|D010637
Phenols	D010636	D02.455.426.559.389.657	D001735|D010635|D011748|D002733|D000627|D004028|D000069468|D009596|D001978|D011341|D003408|D015742|D017438|D019800|D010647|D012118|D002396|D007215|D059808|D006873|D006812|D062385|D010696
Phenolsulfonphthalein	D010637	D02.455.426.559.389.657.625.560	
Phenoperidine	D010638	D03.066.399.600|D03.383.621.349.683	
Phenothiazines	D010640	D02.886.369|D03.633.300.741	D013847|D001399|D013881|D000075|D009628|D014291|D008728|D002746|D008751|D014268|D014273|D005476|D016293|D010464|D008653|D011398|D011395|D014048|D011346|D010546
Phenotype	D010641	G05.695	D058068|D059647|D005819|D065288|D058685|D060146|D019683
Phenoxyacetates	D010642	D02.241.081.018.386.682|D02.241.511.316.682	D013989|D002504|D006218|D015085|D015084|D008456|D004976
Phenoxybenzamine	D010643	D02.092.471.739	
Phenprocoumon	D010644	D03.383.663.283.446.520.750|D03.633.100.150.446.520.750	
Phentermine	D010645	D02.092.471.683.152.766	D002745|D008616
Phentolamine	D010646	D03.383.129.308.754	
Phenyl Ethers	D010647	D02.355.726|D02.455.426.559.389.657.654	D013976|D008801|D055768|D010628|D000840|D014260|D062425|D006139|D058607
Phenylacetates	D010648	D02.241.223.601	D006719|D004158|D011410|D006218|D008774|D015102|D004008|D006713|D016316|D003519
Phenylalanine	D010649	D12.125.072.050.685|D12.125.142.666	D010134|D010135|D008558|D009240|D004295
Phenylalanine Ammonia-Lyase	D010650	D08.811.520.232.400.700	
Phenylalanine Hydroxylase	D010651	D08.811.682.690.708.601	
Phenylalanine-tRNA Ligase	D010652	D08.811.464.263.200.650	
Phenylbutazone	D010653	D03.383.129.539.850.777	D013442|D010113|D011298
Phenylbutyrates	D010654	D02.241.223.651	
Phenylenediamines	D010655	D02.092.146.651|D02.092.782.258.651	D013772
Phenylephrine	D010656	D02.033.100.291.617|D02.092.063.291.617	D005039
Phenylethylmalonamide	D010657	D02.241.081.337.540.700	
Phenylglyoxal	D010658	D02.047.644.620	
Phenylhydrazines	D010659	D02.442.726	D004230
Phenylisopropyladenosine	D010660	D03.633.100.759.590.138.630|D13.570.583.138.630|D13.570.800.096.630	
Phenylketonurias	D010661	C10.228.140.163.100.687|C16.320.565.100.766|C16.320.565.189.687|C18.452.132.100.687|C18.452.648.100.766|C18.452.648.189.687	D017042
Phenylmercuric Acetate	D010662	D02.691.750.740.760	
Phenylmercury Compounds	D010663	D02.691.750.740	D010662|D002731|D002730|D008626
Phenylmethylsulfonyl Fluoride	D010664	D02.886.590.625	
Phenylpropanolamine	D010665	D02.033.100.624.706|D02.033.755.624.706|D02.092.063.624.706	D000068737|D010099|D008680|D009756|D010137
Phenylpropionates	D010666	D02.241.223.701	D007216|D005279|D013496|D007660|D007052
Phenylpyruvic Acids	D010667	D02.241.223.751|D02.241.755.812.601	
Phenylthiazolylthiourea	D010668	D02.886.904.601.600|D02.948.898.601.600	
Phenylthiohydantoin	D010669	D03.383.129.308.432.555.868.650	
Phenylthiourea	D010670	D02.886.904.601|D02.948.898.601	D010668|D013875
Phenylurea Compounds	D010671	D02.455.426.559.389.703|D02.948.681	D008044|D004237|D002224|D017272|D004132
Phenytoin	D010672	D03.383.129.308.432.555.730	
Pheochromocytoma	D010673	C04.557.465.625.650.700.725|C04.557.580.625.650.700.725	
Pheophytins	D010674	D03.383.129.578.840.374.700|D03.383.129.578.840.500.640.220.453|D03.633.400.909.374.700|D03.633.400.909.500.640.220.453|D04.345.783.374.700|D04.345.783.500.640.220.453|D23.767.727.640.220.453	
Pheromones	D010675	D23.641	D000072235|D012724|D049049
Phialophora	D010676	B01.300.381.706	
Philadelphia Chromosome	D010677	A11.284.187.520.300.325.345.500|A11.284.187.520.300.505.515.500|C23.550.210.870.680|G05.360.162.520.300.325.345.700|G05.360.162.520.300.505.515.700|G05.365.590.175.870.680	
Philately	D010678	K01.093.660	
Philippines	D010679	Z01.252.145.671|Z01.639.790	
Philology	D010680	K01.517.732	D010681|D010682|D010683
Philology, Classical	D010681	K01.517.732.477	
Philology, Oriental	D010682	K01.517.732.602	
Philology, Romance	D010683	K01.517.732.727	
Philosophy	D010684	K01.752	D008128|D004954|D013795|D008678|D009014|D013561|D005086|D033302|D019413|D019369|D016709|D014601|D010685|D010686|D010687|D014799
Philosophy, Dental	D010685	K01.752.622	D004990
Philosophy, Medical	D010686	K01.752.667	D006694|D060755|D019348|D019364|D061148
Philosophy, Nursing	D010687	K01.752.712	D004993|D018939
Phimosis	D010688	C12.294.494.684	D010263
Phlebitis	D010689	C14.907.617.718|C14.907.940.740	D011186|D013924
Phlebography	D010690	E01.370.350.700.060.600|E01.370.370.050.600	
Phlebotomus	D010691	B01.050.500.131.617.289.781.602	
Phleomycins	D010692	D09.400.420.110.710|D12.644.233.110.710	
Phloretin	D010693	D02.455.426.559.389.657.684.602|D02.522.818.561.602	D011121
Lactase-Phlorizin Hydrolase	D010694	D08.811.277.450.410.100.500.500|D08.811.277.450.420.475|D08.811.641.761	
Phlorhizin	D010695	D09.408.702	
Phloroglucinol	D010696	D02.455.426.559.389.657.684	D010693
Eosine I Bluish	D010697	D02.455.426.779.347.300|D03.633.300.953.275.300|D04.711.347.300	
Phobic Disorders	D010698	F03.080.725	D000072861
Phonation	D010699	G09.772.585	D063346
Phonetics	D010700	L01.143.506.598.518	
Phonocardiography	D010701	E01.370.370.380.400.500	
Phorate	D010702	D02.705.400.625.650|D02.705.539.345.650|D02.886.300.692.650	
Phorbol Esters	D010703	D02.455.849.291.500.510	D013755|D015240
Phorbols	D010704	D02.455.849.291.500	D010703
Phosgene	D010705	D02.522.741	
Phosmet	D010706	D02.705.400.625.670|D02.705.539.345.670|D02.886.300.692.670|D03.633.100.513.750.625	
Phosphamidon	D010707	D02.705.400.700	
Phosphate Acetyltransferase	D010709	D08.811.913.050.134.700	
Phosphates	D010710	D01.029.260.700.675.374|D01.248.497.158.730|D01.695.625.675.650	D063088|D002130|D011122|D000069877|D000149
Phosphatidate Phosphatase	D010711	D08.811.277.352.650.620	
Phosphatidic Acids	D010712	D10.570.755.375.760	D020404|D008246
Phosphatidylcholines	D010713	D10.570.755.375.760.400.800	D054709|D004134|D015060
Phosphatidylethanolamines	D010714	D10.570.755.375.760.400.840	
Phosphatidylglycerols	D010715	D10.570.755.375.760.400.885	D002308
Phosphatidylinositols	D010716	D10.570.755.375.760.400.942	D018129|D017261
CDPdiacylglycerol-Serine O-Phosphatidyltransferase	D010717	D08.811.913.696.900.150	
Phosphatidylserines	D010718	D10.570.755.375.760.400.971	
Phosphenes	D010719	F02.830.816.964.500|G11.561.790.964.500|G14.935.500	
Phosphines	D010720	D01.695.525|D02.705.621	
Phosphinic Acids	D010721	D01.029.260.700.600|D01.695.625.600|D02.705.629	D017328
3-Deoxy-7-Phosphoheptulonate Synthase	D010723	D08.811.913.225.250	
Phosphoadenosine Phosphosulfate	D010724	D03.633.100.759.646.138.850|D13.695.667.138.850|D13.695.827.068.850	
Phosphocreatine	D010725	D12.125.373.603|D12.125.740.675	
Phosphodiesterase Inhibitors	D010726	D27.505.519.389.735	D058987|D058986|D058988
Phosphoric Diester Hydrolases	D010727	D08.811.277.352.640	D013108|D015087|D010740|D015105|D015106|D043264|D047768|D017318
Phosphoenolpyruvate	D010728	D02.241.511.701	
Phosphoenolpyruvate Carboxykinase (GTP)	D010729	D08.811.520.224.125.550	
Phosphoenolpyruvate Carboxylase	D010730	D08.811.520.224.125.650	
Phosphoenolpyruvate Sugar Phosphotransferase System	D010731	D05.500.562.484|D08.811.600.700|D08.811.913.696.620.650	
Phosphofructokinase-1	D010732	D08.811.913.696.620.225.850.500	D025203|D025502|D025501
Phosphoglucomutase	D010733	D08.811.399.520.750.625	
Phosphogluconate Dehydrogenase	D010734	D08.811.682.047.150.600	
Phosphoglycerate Kinase	D010735	D08.811.913.696.630.700	
Phosphoglycerate Mutase	D010736	D08.811.399.520.750.700	
Type C Phospholipases	D010738	D08.811.277.352.640.700.700	D054800|D054801|D043265
Phospholipase D	D010739	D08.811.277.352.640.700.710	
Phospholipases	D010740	D08.811.277.352.100.680|D08.811.277.352.640.700	D008245|D010741|D010739|D010738
Phospholipases A	D010741	D08.811.277.352.100.680.750	D054466|D054467
Phospholipid Ethers	D010742	D02.033.800.421.400.750|D02.355.460.750|D10.570.755.375.760.400.985	D010955|D010972
Phospholipids	D010743	D10.570.755	D013109|D005994
Phosphoric Monoester Hydrolases	D010744	D08.811.277.352.650	D010749|D006642|D054639|D051059|D010832|D009597|D000135|D009708|D006597|D000469|D000072180|D025481|D010711|D005952|D017027
Phosphonoacetic Acid	D010746	D02.241.081.018.677|D02.705.429.875	D017245
Phosphopeptides	D010748	D12.644.717	
Phosphoprotein Phosphatases	D010749	D08.811.277.352.650.625	D010765|D011769|D006007|D000071636|D043263|D000071681|D054637|D054648|D019703|D054645
Phosphoproteins	D010750	D12.776.744	D050717|D058574|D016203|D050777|D060589|D050719|D051190|D016160|D019313|D016704|D051243|D051242|D014819|D052236|D052217|D010774|D051937|D050839|D050838|D016159|D050720|D051896|D051025|D052241|D002364|D051417|D051419|D051356
Phosphopyruvate Hydratase	D010751	D08.811.520.241.300.500	D038225
Phosphoramide Mustards	D010752	D02.455.526.728.650.730|D02.705.672.500	D003520
Phosphoranes	D010753	D01.695.550|D02.705.675	
Phosphoribosyl Pyrophosphate	D010754	D09.894.643.650	
Organophosphates	D010755	D02.705.400	D011106|D004163|D010261|D002221|D013751|D063086|D009267|D014317|D008799|D004006|D010707|D002709|D008999
Phosphoric Acids	D010756	D01.029.260.700.675|D01.695.625.675	D010710|D010772
Phosphorous Acids	D010757	D01.029.260.700.700|D01.695.625.700	D017905
Phosphorus	D010758	D01.268.666	
Phosphorus Isotopes	D010759	D01.496.669	D010761
Phosphorus Metabolism Disorders	D010760	C18.452.750	D054559|D017674
Phosphorus Radioisotopes	D010761	D01.496.669.604|D01.496.749.658	
Phosphorylase a	D010762	D08.811.913.400.450.460.400.280	
Phosphorylase b	D010763	D08.811.913.400.450.460.400.327	
Phosphorylase Kinase	D010764	D08.811.913.696.620.682.650	
Phosphorylase Phosphatase	D010765	D08.811.277.352.650.625.650	
Phosphorylation	D010766	G02.111.665|G02.607.780|G03.796	D010785|D010085
Phosphorylcholine	D010767	D02.092.877.883.333.700|D02.675.276.232.700	
Phosphoserine	D010768	D12.125.154.800.968|D12.125.740.700	
Phosphothreonine	D010769	D12.125.142.815.500|D12.125.154.900.500|D12.125.740.725	
Phosphotransferases	D010770	D08.811.913.696	D025102|D017866|D009713|D017851|D017852|D017853|D017854|D017855|D017856
Phosphotungstic Acid	D010772	D01.029.260.700.675.750|D01.695.625.675.750|D01.940.700	
Leptophos	D010773	D02.705.429.812.500|D02.705.539.692.500|D02.886.300.846.500	
Phosvitin	D010774	D12.776.256.317.700|D12.776.290.700|D12.776.744.700	
Photic Stimulation	D010775	E05.723.729	
Photobacterium	D010776	B03.440.450.900.604|B03.660.250.830.590	
Photochemistry	D010777	H01.181.529.711	
Photochemotherapy	D010778	E02.186.500|E02.319.685|E02.774.722	D006414
Photofluorography	D010779	E01.370.350.600.625|E01.370.350.700.225.625	
Photogrammetry	D010780	E01.370.350.600.630	D059869|D015903
Photography	D010781	E01.370.350.600|E05.712	D010784|D006696|D023861|D010780|D059008|D007089|D010779
Photolysis	D010782	G02.740.685	
Photometry	D010783	E05.196.712	D009391|D003720|D013053|D008163
Photomicrography	D010784	E01.370.350.515.799|E01.370.350.600.635|E05.595.799	
Photophosphorylation	D010785	G02.111.158.937.700|G02.111.665.605|G02.111.669.700.700|G02.740.842|G03.191.937.700|G03.295.724|G03.796.605|G03.800.700.700	
Photoreceptor Cells	D010786	A08.675.650.850.625|A08.675.650.915.937|A08.800.950.937|A09.371.729.831.625|A11.671.650.850.625|A11.671.650.915.937	D017956|D020419
Photosensitivity Disorders	D010787	C17.800.600	D017454|D013471|D006837|D014983|D017484
Photosynthesis	D010788	G02.111.158.937|G02.111.669.700|G02.740.921|G03.191.937|G03.493.700|G03.800.700|G15.568	D010785
Phototherapy	D010789	E02.774	D010778|D016500|D062325|D006370|D014467|D028022
Phrenic Nerve	D010791	A08.800.800.720.150.700	
Phrenology	D010792	K01.400.799	
Phthalazines	D010793	D03.383.710.605	D006830|D014032
Phthalic Acids	D010795	D02.241.223.805	D004051|D003993|D010796|D010797|D009764
Phthalic Anhydrides	D010796	D02.113.600|D02.241.223.805.800	
Phthalimides	D010797	D02.241.223.805.810|D02.478.600|D03.633.100.513.750	D010706|D002752|D013792
Phycocyanin	D010798	D05.500.562.488.490.500.500.755|D08.811.600.710.490.500.500.755|D12.776.765.650|D23.767.690	
Phycoerythrin	D010799	D05.500.562.488.490.500.500.777|D08.811.600.710.490.500.500.777|D12.776.765.665|D23.767.705	
Phycomyces	D010800	B01.300.300.500.750	
Phylogeny	D010802	G05.697|G16.075.605|L01.100.697	
Physalaemin	D010803	D12.644.276.812.900.800|D12.644.400.800.625|D12.644.456.800.745|D12.776.467.812.900.800|D12.776.631.650.800.625|D20.888.033.728|D23.469.050.375.850.780|D23.529.812.900.800|D23.946.833.033.728	
Physarum	D010804	B01.046.550.550.600.700	D016839
Physical Conditioning, Animal	D010805	G11.427.410.698.277.280	
Physical Education and Training	D010806	I02.233.543	
Physical Endurance	D010807	G11.427.680|I03.450.642.845.054.600	D015308|D017079
